"find_number","material_category","material","start_date","end_date","level_1_of_the_functional_classification","level_2_of_the_functional_classification","ceramics_rim_eve_estimated_vessel_equivalent","ceramics_base_eve_estimated_vessel_equivalent","ceramics_reconstructed_object_diameter_in_mm","ceramics_reconstructed_object_height_in_mm","ceramics_surface_treatment","ceramics_decoration_technique","ceramics_image_type","ceramics_mark","material_simplified"
"NZD1.00096CER038","CER","redware, slip","1400","1500","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","20.00","380.00","50.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00119CER018","CER","redware, slip","1450","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","240.00","45.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00128CER002","CER","redware, slip","1450","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","25.00","380.00","60.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00128CER014","CER","redware, slip","1400","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","15.00","380.00","58.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00206CER008","CER","redware, slip","1400","1500","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","10.00","280.00","42.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00272CER003","CER","redware, slip","1400","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","25.00","290.00","60.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00375CER004","CER","redware, slip","1400","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","15.00","220.00","40.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00393CER034","CER","redware, slip","1400","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","25.00","110.00","20.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00403CER002","CER","redware, slip","1500","1575","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","10.00","260.00","40.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZD1.00450CER164","CER","redware, slip","1575","1600","Food Processing & Consumption","Food consumption: plate, dish, bowl","75.00","40.00","320.00","55.00","inside lead-glaze","slipware","ornamental",NULL,"redware"
"NZD1.00531CER003","CER","redware, slip","1400","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","25.00","360.00","70.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00002CER001","CER","redware, slip","1350","1400","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","50.00","140.00","100.00","lead-glaze","slipware",NULL,NULL,"redware"
"NZR2.00097CER029","CER","redware, slip","1500","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","35.00","210.00","40.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00097CER030","CER","redware, slip","1475","1525","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","20.00","260.00","40.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00162CER031","CER","redware, slip","1475","1525","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","25.00","260.00","52.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00213CER065","CER","redware, slip","1450","1525","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","15.00","270.00","42.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00221CER182","CER","redware, slip","1450","1525","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","25.00","340.00","55.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00221CER186","CER","redware, slip","1475","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","190.00","42.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00223CER131","CER","redware, slip","1500","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","420.00","70.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00232CER006","CER","redware, slip","1645","1645","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","35.00","350.00","53.00","lead-glaze with copper oxide spots","slipware","Coat of arms/heraldry",NULL,"redware"
"NZR2.00253CER194","CER","redware, slip","1450","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","20.00","255.00","47.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00290CER006","CER","redware, slip","1525","1575","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","20.00","220.00","40.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00296CER022","CER","redware, slip","1450","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","260.00","55.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00353CER024","CER","redware, slip","1450","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","40.00","25.00","280.00","48.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00433CER252","CER","redware, slip","1625","1660","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","380.00","82.00","inside lead-glaze","slipware","floral motif",NULL,"redware"
"NZR2.00442CER067","CER","redware, slip","1625","1675","Food Processing & Consumption","Consumption: drinking","45.00","40.00","75.00","45.00","lead-glaze","slipware",NULL,NULL,"redware"
"NZR2.00497CER023","CER","redware, slip","1600","1700","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","100.00","380.00","75.00","inside lead-glaze","slipware",NULL,NULL,"redware"
"NZR2.00512CER361","CER","redware, slip","1350","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","300.00","50.00","inside lead-glaze","slipware, applied with a brush",NULL,NULL,"redware"
"NZR2.00515CER175","CER","redware, slip","1500","1575","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","260.00","55.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00516CER196","CER","redware, slip","1500","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","15.00","265.00","50.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00516CER198","CER","redware, slip","1450","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","15.00","230.00","40.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00539CER019","CER","redware, slip","1450","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","25.00","300.00","50.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00579CER091","CER","redware, slip","1450","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","10.00","320.00","50.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00599CER256","CER","redware, slip","1500","1575","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","5.00","260.00","63.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00611CER074","CER","redware, slip","1400","1550","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","15.00","325.00","53.00","inside lead-glaze","slipware, arcades",NULL,NULL,"redware"
"NZR2.00612CER061","CER","redware, slip","1625","1675","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","45.00","270.00","52.00","inside lead-glaze","slipware",NULL,NULL,"redware"
"NZR2.00638CER019","CER","redware, slip","1650","1700","Food Processing & Consumption","Food consumption: plate, dish, bowl","45.00","75.00","240.00","56.00","inside lead-glaze","slipware",NULL,NULL,"redware"
"NZR2.00689CER070","CER","redware, slip","1650","1750","Food Processing & Consumption","Food consumption: plate, dish, bowl","35.00","45.00","140.00","35.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00948CER031","CER","redware, slip","1650","1725","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","25.00","210.00","52.00","inside lead-glaze","slipware",NULL,NULL,"redware"
"NZD1.00081CER033","CER","redware, slip: Lower Rhine region","1700","1800","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","240.00","25.00","inside lead-glaze","slipware",NULL,NULL,"redware"
"NZD1.00087CER366","CER","redware, slip: Lower Rhine region","1700","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","10.00","200.00","30.00","inside lead-glaze",NULL,NULL,NULL,"redware"
"NZD1.00231CER001","CER","redware, slip: Lower Rhine region","1675","1750","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","15.00","420.00","50.00","inside lead-glaze","slipware",NULL,NULL,"redware"
"NZR2.00022CER092","CER","redware, slip: Lower Rhine region","1650","1700","Food Processing & Consumption","Food consumption: plate, dish, bowl","40.00","45.00","200.00","30.00","inside lead-glaze","slipware and roulette","text/inscriptions",NULL,"redware"
"NZR2.00036CER008","CER","redware, slip: Lower Rhine region","1675","1750","Food Processing & Consumption","Food consumption: plate, dish, bowl","30.00","30.00","300.00","34.00","lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00036CER009","CER","redware, slip: Lower Rhine region","1675","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","10.00","400.00","60.00","lead-glaze","slipware",NULL,NULL,"redware"
"NZR2.00047CER016","CER","redware, slip: Lower Rhine region","1675","1750","Food Processing & Consumption","Food consumption: plate, dish, bowl","40.00","40.00","200.00","20.00","lead-glaze with manganese oxide inside","slipware","marbled",NULL,"redware"
"NZR2.00070CER034","CER","redware, slip: Lower Rhine region","1675","1750","Food Processing & Consumption","Food consumption: plate, dish, bowl","25.00","25.00","360.00","50.00","inside lead-glaze","slipware",NULL,NULL,"redware"
"NZR2.00071CER039","CER","redware, slip: Lower Rhine region","1675","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","40.00","260.00","32.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00074CER034","CER","redware, slip: Lower Rhine region","1675","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","35.00","240.00","27.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00079CER030","CER","redware, slip: Lower Rhine region","1700","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","15.00","360.00","45.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00079CER031","CER","redware, slip: Lower Rhine region","1675","1725","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","220.00","25.00","inside lead-glaze","slipware and roulette",NULL,NULL,"redware"
"NZR2.00088CER067","CER","redware, slip: Lower Rhine region","1700","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","25.00","180.00","35.00","lead-glaze and inside slip",NULL,NULL,NULL,"redware"
"NZR2.00088CER068","CER","redware, slip: Lower Rhine region","1700","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","75.00","100.00","200.00","35.00","inside lead-glaze","slipware","floral motif",NULL,"redware"
"NZR2.00088CER071","CER","redware, slip: Lower Rhine region","1700","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","30.00","360.00","47.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00093CER004","CER","redware, slip: Lower Rhine region","1700","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","60.00","100.00","180.00","25.00","lead-glaze and inside slip",NULL,NULL,NULL,"redware"
"NZR2.00115CER093","CER","redware, slip: Lower Rhine region","1700","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","15.00","360.00","47.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00177CER008","CER","redware, slip: Lower Rhine region","1675","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","360.00","45.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00179CER029","CER","redware, slip: Lower Rhine region","1700","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","50.00","190.00","27.00","lead-glaze and inside slip",NULL,NULL,NULL,"redware"
"NZR2.00188CER011","CER","redware, slip: Lower Rhine region","1675","1750","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","480.00","50.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00196CER062","CER","redware, slip: Lower Rhine region","1675","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","15.00","360.00","50.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00198CER075","CER","redware, slip: Lower Rhine region","1675","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","10.00","15.00","360.00","45.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00202CER192","CER","redware, slip: Lower Rhine region","1675","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","20.00","380.00","50.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00210CER101","CER","redware, slip: Lower Rhine region","1700","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","15.00","20.00","200.00","27.00","inside lead-glaze","slipware, dotting",NULL,NULL,"redware"
"NZR2.00210CER108","CER","redware, slip: Lower Rhine region","1675","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","40.00","50.00","300.00","35.00","inside lead-glaze","slipware, slip-cup decoration",NULL,NULL,"redware"
"NZR2.00213CER057","CER","redware, slip: Lower Rhine region","1700","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","55.00","100.00","185.00","23.00","lead-glaze and inside slip",NULL,NULL,NULL,"redware"
"NZR2.00213CER058","CER","redware, slip: Lower Rhine region","1700","1775","Food Processing & Consumption","Food consumption: plate, dish, bowl","20.00","15.00","190.00","30.00","inside lead-glaze","slipware, dotting",NULL,NULL,"redware"
